17/05/2018,17/05/18,1,"Mawda Shawri (2, girl)",Iraq,"Kurd, killed by runaway police bullet near Mons (B) in wild pursuit of migrant vehicle headed for UK","In the night to May 17, 2018, around 3am near Namur, the Belgian police was alerted to a vehicle with a number plate not conform to regulations and started to follow it along the E42 highway. The vehicle was driven by a smuggler and carried Kurdish refugees (26 adults and 4 children) aiming to reach Great-Britain. As it did not stop, the pursuit lasted for about an hour and involved many police vehicles. The driver kept escaping, threw objects onto the highway, attempted to induce accidents and to hit police vehicles. People in the vehicle held children out the window to ward off the police. Near the highway parking of Maisieres, near Mons, the vehicle finally halted after police had shot a bullet. A 2-year-old girl, Mawda Shawri, was heavily bleeding and died on the way to hospital. Initially it was reported that the cause of her death could not be a police bullet and might be due to an accident between vehicles. However it turned out that a police bullet had hit her cheek. Mawda’s family are Kurds from Iraq who attempted to come back to Great-Britain via Belgium after they had been relocated to Germany. Her parents also have a son aged 3.The police and Mawda’s family tell different versions of the story, and the family’s lawyer has therefore asked for an independent investigation. He affirms that the policeman responsible has been identified but not arrested. The incident was widely reported and caused intense and differing reactions from civil organizations, politicians and the public. There have been migrant protests as well as peaceful support vigils.",50.481514,3.951917,Maisieres,Belgium,AD/RTBF/RTLbe/DH,https://www.rtl.be/info/regions/hainaut/la-police-intercepte-une-camionnette-avec-26-migrants-a-bord-et-decouvre-le-corps-d-une-fillette-de-deux-ans-1022681.aspx,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,4279,Klara,06/06/2018,New Entry,06/06/2018,Klara
06/05/2018,06/05/18,4,N.N. (1 man),Africa,"1 died, 3 missing off Tripoli (LY), Libyan coastguard banned NGO ships from approaching; 114 saved",https://www.bangkokpost.com/news/world/1459981/libyan-coastguard-prevents-ngo-boat-from-rescuing-migrants-afphttps://reliefweb.int/report/italy/mediterranean-migrant-arrivals-reach-23715-2018-deaths-reach-619,34.16932821,13.41106486,Mediterranean Sea,Libya,AFP/IOM Libya/BangkokPost,https://www.bangkokpost.com/news/world/1459981/libyan-coastguard-prevents-ngo-boat-from-rescuing-migrants-afp,4,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,4,,,,,,,,,,,,,,,,,,,,4,,,,,,4,,,,,,,,,,,,,4269,Klara,10/05/2018,New Entry,10/05/2018,Klara
30/04/2018,30/04/18,1,N.N. (man),Algeria,"drowned trying to swim across Kolpa river (Croatia/Slovenia border), 7 others intercepted by police",http://www.total-slovenia-news.com/news/1150-another-body-found-in-the-river-kolpahttps://reliefweb.int/report/italy/mediterranean-migrant-arrivals-reach-22439-2018-deaths-reach-615,45.46626716,15.35157625,Preloka,Slovenia,IOMSlovenia/TotSloveniaNews,http://www.total-slovenia-news.com/news/1150-another-body-found-in-the-river-kolpa,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,4265,Klara,10/05/2018,New Entry,10/05/2018,Klara
30/04/2018,30/04/18,6,"N.N. (1 baby, 5 men)",unknown,bodies recovered in Zuwara (Libya),https://reliefweb.int/report/italy/mediterranean-migrant-arrivals-reach-22439-2018-deaths-reach-615,32.94247691,12.08715414,Zuwara,Libya,IOM Libya,https://reliefweb.int/report/italy/mediterranean-migrant-arrivals-reach-22439-2018-deaths-reach-615,6,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,6,,,,,,,,,,,,,,,,,,,,6,,,,,,6,,,,,,,,,,,,,4266,Klara,10/05/2018,New Entry,10/05/2018,Klara
30/04/2018,30/04/18,1,N.N. (woman),unknown,body recovered on Tajoura beach (Libya),https://reliefweb.int/report/italy/mediterranean-migrant-arrivals-reach-22439-2018-deaths-reach-615,32.8631319,13.43264627,Tajoura,Libya,IOM Libya,https://reliefweb.int/report/italy/mediterranean-migrant-arrivals-reach-22439-2018-deaths-reach-615,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,4267,Klara,10/05/2018,New Entry,10/05/2018,Klara
30/04/2018,30/04/18,2,N.N. (men),unknown,bodies recovered in Garabulli (Libya),https://reliefweb.int/report/italy/mediterranean-migrant-arrivals-reach-22439-2018-deaths-reach-615,32.79503327,13.71495039,Garabulli,Libya,IOM Libya,https://reliefweb.int/report/italy/mediterranean-migrant-arrivals-reach-22439-2018-deaths-reach-615,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,4268,Klara,10/05/2018,New Entry,10/05/2018,Klara
29/04/2018,29/04/18,19,N.N. (1 man),Africa,"16 drowned, 3 missing in shipwreck off Cap Falcon, near Oran (Algeria) on way to Spain; 19 rescued",https://bit.ly/2Fsq13Xhttps://bit.ly/2rdyW4ahttps://bit.ly/2rjAGcPhttps://bit.ly/2rjAGcPhttps://bit.ly/2FIbQYnhttps://bit.ly/2FIbQYnhttps://reliefweb.int/report/italy/mediterranean-migrant-arrivals-reach-22439-2018-deaths-reach-615,35.82289506,0.796902518,Cap Falcon,Algeria,ObsAlgerie/Caminando/EFE/Réf/QUOTI/IOM,https://observalgerie.com/actualite-algerie/societe/algerie-mort-de-plusieurs-migrants-clandestins-dans-le-naufrage-de-leur-bateau/,19,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,19,,,,19,,,,,,,,,,,,,4263,Klara,10/05/2018,New Entry,10/05/2018,Klara
25/04/2018,25/04/18,17,N.N.,Sub-Saharan Africa,"5 drowned, 12 missing when boat sank between Morocco and Spain near Alboran Island; 17 rescued",https://bit.ly/2qZJTXw https://bit.ly/2Hu4Ks9 https://bit.ly/2HtxjGkhttps://bit.ly/2Jpyasg,35.71956581,3.226601551,Alboran Sea,Spain,ElDiario/Caminando/SalvaM/EuroPress,https://www.eldiario.es/andalucia/fallecidos-inmigrantes-rescatados-sureste-Alboran_0_765023513.html,17,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,17,,,,17,,,,,,,,,,,,,4261,Klara,10/05/2018,New Entry,10/05/2018,Klara
22/04/2018,22/04/18,11,"N.N. (1 boy, 10 men)",unknown,drowned when a rubber dinghy overturned in the Mediterranean near Sabratha (Libya); 83 rescued,"At least 11 migrants died at sea and another 263 were rescued on Sunday in two separate operations off the coast of Libya, the country's navy said.In the first operation, ""a coastguard patrol... was able to rescue 83 illegal migrants and recovered 11 bodies in a rubber boat five nautical miles northeast of Sabratha,"" navy spokesman General Ayoub Kacem told AFP.Sabratha is about 70km west of Tripoli.""The 11 dead migrants drowned when the dinghy overturned but were recovered by the survivors and hoisted into the boat,"" said Mohamad Erhouma, a member of the nearby city of Zawiyah's coastguard.The second rescue operation took place off the coast of Zliten in the country's east, where 180 migrants were rescued from two boats, according to General Kacem.",32.902481,12.568678,Sabratha,Libya,MEE/Reuters/IOM Libya/JapanTimes,http://www.middleeasteye.net/news/least-11-migrants-dead-263-rescued-libya-coast-2104764877,11,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,11,,,,,,,,,,,,,,,,,,,,11,,,,,,11,,,,,,,,,,,,,4204,Klara,10/05/2018,New Entry,08/05/2018,Klara
20/04/2018,20/04/18,1,"N.N. (30, man)",unknown,electrocuted when he climbed on roof of freight train in depot outside Thessaloniki (Greece),https://nyti.ms/2HFRZONLink broken but same text can be found on other news websites e.g. http://www.dailymail.co.uk/wires/ap/article-5639841/Greece-Man-electrocuted-rail-depot-thought-migrant.html,40.67158637,22.89549561,Thessaloniki,Greece,AP/NYTimes/MailOnline,http://www.startribune.com/greece-man-electrocuted-at-rail-depot-thought-to-be-migrant/480387743/,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4259,Dorien,10-05-2018,New Entry,10/05/2018,Klara
20/04/2018,20/04/18,1,"Snaid Tadese (19, woman)",Eritrea,"suicide, strangled her baby and hanged herself out of despair in Eckolstädt asylum centre (DE)","Last week, a young mother and her baby were found dead in a refugee shelter in Eckolstädt in the district of Weimarer Land. The mother had committed suicide. ""We have learned with dismay of the tragic death of a refugee mother and her child. Our heartfelt condolences are to the relatives, especially the family man, who found them dead in the apartment, ""says Ellen Könneker of the Refugee Council of Thuringia.The Refugee Council calls for comprehensive information on the background of this desperate act. According to information available to us, the young mother had been severely traumatized and have already made several suicide attempts. The young family had repeatedly auditioned to get back accommodation in Apolda, where they already had friends and supporters and had previously been accommodated. These efforts went nowhere.http://www.fluechtlingsrat-thr.de/aktuelles/pressemitteilungen/fragw%C3%BCrdige-umst%C3%A4nde-der-tod-einer-gefl%C3%BCchteten-frau-und-ihres-kindeshttp://www.otz.de/web/zgt/leben/detail/-/specific/Toedliche-Tragoedie-im-Weimarer-Land-1606720188",51.036185,11.639161,Eckolstädt,Germany,Berliner Ztg/FR-th/OTZ,https://www.berliner-zeitung.de/panorama/familiendrama-eine-junge-frau-toetet-ihr-baby-und-dann-sich-selbst-30093392,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,4270,Dorien,10-05-2018,New Entry,10/05/2018,Dorien
20/04/2018,20/04/18,1,"Baby (6 months, boy)",Eritrea,strangled by desperate mother who afterwards hang herself in Eckolstädt asylum centre (DE),"Last week, a young mother and her baby were found dead in a refugee shelter in Eckolstädt in the district of Weimarer Land. The mother had committed suicide. ""We have learned with dismay of the tragic death of a refugee mother and her child. Our heartfelt condolences are to the relatives, especially the family man, who found them dead in the apartment, ""says Ellen Könneker of the Refugee Council of Thuringia.The Refugee Council calls for comprehensive information on the background of this desperate act. According to information available to us, the young mother had been severely traumatized and have already made several suicide attempts. The young family had repeatedly auditioned to get back accommodation in Apolda, where they already had friends and supporters and had previously been accommodated. These efforts went nowhere.http://www.fluechtlingsrat-thr.de/aktuelles/pressemitteilungen/fragw%C3%BCrdige-umst%C3%A4nde-der-tod-einer-gefl%C3%BCchteten-frau-und-ihres-kindeshttp://www.otz.de/web/zgt/leben/detail/-/specific/Toedliche-Tragoedie-im-Weimarer-Land-1606720188",51.036185,11.639161,Eckolstädt,Germany,Berliner Ztg/FR-th/OTZ,https://www.berliner-zeitung.de/panorama/familiendrama-eine-junge-frau-toetet-ihr-baby-und-dann-sich-selbst-30093392,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,4272,Dorien,10-05-2018,New Entry,10/05/2018,Dorien
19/04/2018,19/04/18,2,N.N.,unknown,died in accident in Horasan (TR) when smuggler driving their truck saw control point and panicked,https://bit.ly/2HFfUxBhttps://bit.ly/2F7Df5Z,40.03268891,42.07823979,Horasan,Turkey,HurriyetDN/PrensaLat,http://www.hurriyetdailynews.com/one-killed-30-injured-after-vehicle-carrying-undocumented-migrants-in-turkeys-east-topples-130561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4257,Dorien,10-05-2018,New Entry,10/05/2018,Klara
